Tweet_ID;Dialog_ID;Median_Multiclass;Median_Binary;Annot_1_M;Annot_2_M;Annot_3_M;Annot_1_B;Annot_2_B;Annot_3_B;Speaker;Msg
1522102906379452416;8;0;1;0;0;0;1;1;1;SERVICE;🔴 Rússia anunciou cessar-fogo de três dias em Azovstal para retirar civis https://t.co/hkzpxzpJZV
1522129882108641281;8;-1;0;-1;-1;-1;0;0;0;USER;@RTPNoticias O batalhão azia vai arranjar maneira de continuarem com escudos humanos
1521741875010588672;9;0;1;0;0;0;1;1;1;SERVICE;🔴 Zelensky quer retirar todas as pessoas em Mariupol mesmo com ataques russos https://t.co/NRCXYgsSys
1521977872356937728;9;0;1;0;0;-2;1;1;0;USER;"@RTPNoticias A Rússia tem o direito de se defender contra as ameaças e expansão da NATO. a humanidade tem o direito de resistir e lutar contra o NEONAZISMO ucraniano
#ZelenskyWarCriminal 
#PortugalDeixeNato
#StopNato
#WeStandWithRussia"
1521828527699550211;10;-1;0;-1;0;-1;0;1;0;SERVICE;"🔴 Costa condena ""guerra ilegal, ilegítima e brutal"" em conversação com homólogo ucraniano e vai visitar Kiev
https://t.co/NRCXYgsSys"
1521384445235843073;10;0;1;0;0;0;1;1;1;SERVICE;🔴 Comissão Europeia apresenta hoje novo pacote de sanções contra a Rússia. É já o sexto pacote de medidas com incidência na economia em Moscovo. https://t.co/r1hL6tFfdy
1521408394149699584;10;-2;0;-1;0;-2;0;1;0;USER;@RTPNoticias mais um pacote para foder os europeus ,os russos até se riem destes panascas e lésbicas que governam a Europa
1521406750909472769;11;0;1;0;0;0;1;1;1;SERVICE;🔴Zelensky declara que evacuação de Mariupol vai continuar https://t.co/YT9TOYjh9Y
1521022418696945664;11;-1;0;-1;0;-1;0;1;0;SERVICE;🔴 Oito civis ucranianos mortos em ataques russos nas regiões de Donetsk e Kharkiv https://t.co/qw3ZbHdJRn
1521147711151558658;11;0;1;0;0;0;1;1;1;USER;"@RTPNoticias Moradores da cidade de Melitopol, liberada das garras dos nazistas ucranianos pela RÚSSIA, saíram ontem às ruas para celebrar o 1° de maio com as palavras de ordem ""O fascismo não passará"" e ""A Ucrânia é governada por lacaios dos EUA"" https://t.co/037IM6YY2n"
1521033093968240640;12;0;1;0;0;0;1;1;1;SERVICE;🔴Autoridades ucranianas preveem que retirada de civis de Mariupol continue esta segunda-feira https://t.co/6JLap0c9os
1517393114582953984;12;0;1;0;0;0;1;1;1;SERVICE;🔴Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/oWuftK02NH
1517483417377587205;12;0;1;0;0;-2;1;1;0;USER;"@RTPNoticias A Rússia tem o direito de se defender contra as ameaças e expansão da NATO. A humanidade é contra o regime golpista de Zelensky apoiado por neonazistas que baniu e proibiu 11(ONZE) Partidos Opositores
#ZelenskiyWarCriminal
#DesnaziUkraine
#StopNato
#PortugalForaDaNato"
1517495782689185793;12;0;1;0;0;-2;1;1;0;USER;"@RTPNoticias a Federação Russa descobriu Laboratorio de armas biológicas e partogenos mortais, debaixo da Siderúrgica de AVOSTAL, (30 m de profundidade), em Mariupol, q está cercada e c/pessoal dos EUA, OTAN e aliados.
Precisam averiguar se acharam a origem do Coronavírus.
#UsaEvilEmpire"
1517570629465169920;12;0;1;0;0;-2;1;1;0;USER;"@RTPNoticias Não há registros históricos de exércitos de países em guerra que enterraram seus inimigos mortos em combate. Zelensky diz que os russos enterraram milhares em valas. Não é + provável q sejam vítimas dos neonazistas do Batalhão de Azov? Eles é q precisam esconder seus ""rastros""."
1517576649080020993;12;1;1;1;0;1;1;1;1;USER;@RTPNoticias Rússia: moradores de Mariupol podem finalmente se mover sem se esconder de bombardeios neonazistas
1517393114582953984;13;0;1;0;0;0;1;1;1;SERVICE;🔴Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/oWuftK02NH
1517509720885575682;13;-2;0;-2;-2;-2;0;0;0;USER;@RTPNoticias GRANDE FILHO DE PUTA
1517393114582953984;14;0;1;0;0;0;1;1;1;SERVICE;🔴Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/oWuftK02NH
1517507761453547520;14;0;1;0;0;-1;1;1;0;USER;@RTPNoticias Ucranianos e o mundo em geral, acusam Moscovo de impedir a paz na região!
1517507421836566529;15;0;1;0;0;-1;1;1;0;SERVICE;🔴 Putin acusa Kiev de impedir a rendição de combatentes ucranianos em Mariupol https://t.co/sjSaAKzS4p
1517393114582953984;15;0;1;0;0;0;1;1;1;SERVICE;🔴Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/oWuftK02NH
1517441476384407554;15;-1;0;-1;0;-1;0;1;0;USER;@RTPNoticias Mentiras da Rússia
1517393114582953984;16;0;1;0;0;0;1;1;1;SERVICE;🔴Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/oWuftK02NH
1517435092196630528;16;-1;0;-1;0;-1;0;1;0;USER;@RTPNoticias Politizar os meios de comunicação social é cada vez mais um risco é uma negação às liberdades individuais. Julgo que a população tem o direito de saber a versão de ambos os lados do conflito, e ser a própria a retirar daí as suas conclusões. https://t.co/kz1My8enyc
1517025784912826368;17;0;1;0;0;0;1;1;1;SERVICE;Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/grfxP0yvY2
1517293890012913665;17;-1;0;-1;-1;-1;0;0;0;USER;@RTPNoticias Nao estou a gotar de algumas atitudes
1517128274022907906;18;0;1;0;0;0;1;1;1;SERVICE;"🔴Rússia toma Mariupol e bloqueia siderurgia onde permanecem soldados ucranianos que ""tratará com respeito""https://t.co/PCxp4vOvDa"
1517025784912826368;18;0;1;0;0;0;1;1;1;SERVICE;Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/grfxP0yvY2
1517056054336577536;18;0;1;0;0;-1;1;1;0;USER;@RTPNoticias Se cancelaram não foi por motivos humanos. Foi porque os resistentes azov iriam provocar muitas baixas nos russos antes de morrerem
1514601553579044865;19;0;1;0;0;0;1;1;1;SERVICE;🔴Navio de guerra russo ainda não afundou, diz Moscovo https://t.co/qncRF6uKLW
1514137020951580673;19;0;1;-1;0;0;0;1;1;SERVICE;"🔴Joe Biden acusa Vladimir Putin de ""genocídio"" na Ucrânia. A evolução da guerra ao minuto https://t.co/Qesl6OnNBf"
1514340748396843017;19;0;1;0;0;-2;1;1;0;USER;"@RTPNoticias Não permitam isso. Zelensky baniu e proibiu 11 partidos opositores na Ucrânia.  Se aliou é abriga diversos quadros declaradamente neonazistas em seu gov e forças armadas  #ForaZelenslyNazista
#ZelenskyWarCriminal 
#StopNaziZelensky 
#StopNatoNow"
1514344637472849925;19;0;1;0;0;0;1;1;1;USER;@RTPNoticias Mesmo com fome mulher Ucraniana de DOMBASS recusa comida oferecida por nazistas  ucranianos https://t.co/xf3mlc1Hyw
1514137020951580673;20;-1;0;-1;-1;-1;0;0;0;SERVICE;"🔴Joe Biden acusa Vladimir Putin de ""genocídio"" na Ucrânia. A evolução da guerra ao minuto https://t.co/Qesl6OnNBf"
1514214082903166981;20;-1;0;-1;0;-1;0;1;0;USER;"@RTPNoticias @rtppt Ou como virá a ser conhecido: ""PCP 's day off"""
1514137020951580673;21;-1;0;-1;-1;-1;0;0;0;SERVICE;"🔴Joe Biden acusa Vladimir Putin de ""genocídio"" na Ucrânia. A evolução da guerra ao minuto https://t.co/Qesl6OnNBf"
1514209628187471879;21;-1;0;-1;-1;-2;0;0;0;USER;"@RTPNoticias Seria uma tristeza, não fosse o parlamento uma ""casa de meninas"" gerida por Bruxelas...!
Ele que leve o amigo NAZI para discursar também. Como fez na Grécia..."
1513814868645879808;22;0;1;0;0;0;1;1;1;SERVICE;"🔴Putin diz que Rússia alcançará ""objetivos nobres"" na Ucrânia. Zelensky pede à UE sanções ao petróleo russo
https://t.co/UrTNmXgtQF"
1513767596495196166;22;0;1;0;0;0;1;1;1;SERVICE;Ucrânia anuncia acordo para abertura de nove corredores humanitários, incluindo em Mariupol e Luhansk. A evolução da guerra ao minuto https://t.co/8Vfv71l1Hh
1513797470115008513;22;0;1;0;0;1;1;1;1;USER;"@RTPNoticias https://t.co/ZLN0wdAPLU

Mesmo com fome Senhora de DOMBAS NÃO SE VENDEU aos nazistas ucranianos"
1512323849848860673;24;0;1;0;0;0;1;1;1;SERVICE;🔴Líderes europeus reúnem-se com Zelensky em Kiev. A evolução da guerra ao minuto https://t.co/bl2YDwU3hK
1512397416544325633;24;-1;0;-1;-1;-1;0;0;0;USER;@RTPNoticias 39 mortos? Nem menos do que os mortos da Palestina. Líbia. Afeganistão.  Iraque.
1512462936194879492;24;-2;0;0;-2;-2;1;0;0;USER;@RTPNoticias O neoNaziZelenskv  dirige-se ao parlamento grego, acompanhado de 2 nazistas do batalhão Azov. https://t.co/V6dZsWJbkR
1512555903396069376;24;-1;0;-1;-1;-2;0;0;0;USER;"@RTPNoticias Maldade é o que os neonazistas do exército ucraniano e batalhão de Azov fizeram com os russos de DOMBASS. Maldade é o fascista Zelensky proibir 11 partidos de oposição na Ucrânia. 
#ZelenskyWarCriminal
#DesnaziUkraine"
1512559029859622917;24;-2;0;-2;-2;-2;0;0;0;USER;@RTPNoticias Rtp NÃO divulgue FAKE NEWS do governo FASCISTA de Zelensky. A perícia já demonstrou que a munição usada nesse massacre É MUNIÇÃO UCRANIANA
1512323849848860673;25;0;1;0;0;0;1;1;1;SERVICE;🔴Líderes europeus reúnem-se com Zelensky em Kiev. A evolução da guerra ao minuto https://t.co/bl2YDwU3hK
1512450064681164803;25;-1;0;0;-1;-1;1;0;0;USER;@RTPNoticias Esses querem que a guerra continue
1512323849848860673;26;0;1;0;0;0;1;1;1;SERVICE;🔴Líderes europeus reúnem-se com Zelensky em Kiev. A evolução da guerra ao minuto https://t.co/bl2YDwU3hK
1512414691112497155;26;0;1;0;0;0;1;1;1;USER;@RTPNoticias Parece que Esses fragmentos são  mísseis Ucranianos. A Rússia não usa esses mísseis.
1512413438848421888;27;-1;0;-1;-1;-1;0;0;0;SERVICE;"🔴""Maldade sem limites"", acusa Zelensky. Pelo menos 39 mortos em ataque à estação de Kramatorsk
https://t.co/bl2YDwU3hK"
1512323849848860673;27;0;1;0;0;0;1;1;1;SERVICE;🔴Líderes europeus reúnem-se com Zelensky em Kiev. A evolução da guerra ao minuto https://t.co/bl2YDwU3hK
1512350939595821058;27;-2;0;-2;-2;-2;0;0;0;USER;@RTPNoticias https://t.co/awp06tQNRi Não têm um pingo de vergonha na cara?!🤡
1512010510975262728;28;0;1;0;0;0;1;1;1;SERVICE;🔴 De acordo com a revista alemã Der Spiegel, o serviço federal de informações da Alemanha (BND) captou comunicações entre soldados russos sobre as atrocidades cometidas em Bucha. https://t.co/Oo530hWWD3
1512088936717324291;28;0;1;0;0;-2;1;1;0;USER;"@RTPNoticias A RÚSSIA tem o direito de se DEFENDER contra o expansão da OTAN no Leste Europeu. A humanidade tem o direito de lutar contra os neonazistas ucranianos.
Sim
#IStandWithRussia 
#DesnaziUkraine 
#StopNatoNow 
#ZelenskyWarCriminal 
#UsaEvilEmpire 
#PortugalForaDaNato"
1512111519957504004;28;-2;0;-1;-2;-2;0;0;0;USER;@RTPNoticias NATO / U.E parem de armar os TERRORISTAS UCRANIANOS.
1512010510975262728;29;0;1;0;0;0;1;1;1;SERVICE;🔴 De acordo com a revista alemã Der Spiegel, o serviço federal de informações da Alemanha (BND) captou comunicações entre soldados russos sobre as atrocidades cometidas em Bucha. https://t.co/Oo530hWWD3
1512088624795426816;29;0;1;0;0;0;1;1;1;USER;"@RTPNoticias Isto n passa aqui?
https://t.co/DiqRqxwlxi"
1512010510975262728;30;0;1;0;0;0;1;1;1;SERVICE;🔴 De acordo com a revista alemã Der Spiegel, o serviço federal de informações da Alemanha (BND) captou comunicações entre soldados russos sobre as atrocidades cometidas em Bucha. https://t.co/Oo530hWWD3
1512051631071891462;30;-1;0;-1;-2;-1;0;0;0;USER;@RTPNoticias jornalismo independente,,,👇  ... https://t.co/gGidoQZuaN  🇵🇹🥀
1512010510975262728;31;0;1;0;0;0;1;1;1;SERVICE;🔴 De acordo com a revista alemã Der Spiegel, o serviço federal de informações da Alemanha (BND) captou comunicações entre soldados russos sobre as atrocidades cometidas em Bucha. https://t.co/Oo530hWWD3
1512050069662539779;31;-1;0;-1;-1;-1;0;0;0;USER;"@RTPNoticias Mais um dia de palminhas...
...os problemas de Portugal ficam pra depois."
1512049675058229258;32;0;1;0;1;0;1;1;1;SERVICE;🔴Zelensky aceita convite para discursar no Parlamento português https://t.co/mcHrzHb0aA
1511232540681687041;32;0;1;0;0;0;1;1;1;SERVICE;Zelensky fala ao Conselho de Segurança da ONU. A evolução da guerra ao minuto https://t.co/hdT3zg3Pku
1511257415047602176;32;-2;0;-2;-2;-2;0;0;0;USER;@RTPNoticias Milícias nazistas além de assassinar a população, roubam estoques de comida para aumentar o caos na Ucrânia. Financiados pelos EUA, os nazistas ucranianos são nazistas tipicos( estão atacando a própria população e culpam a Russia) #UsaEvilEmpire #Desnazi https://t.co/HGy8XX5GJm
1511359565589356544;32;-1;0;-1;-1;-2;0;0;0;USER;"@RTPNoticias protesto contra OTAN e o Fascismo EM PARIS Que a RTP esconde de toda gente 

https://t.co/GDVS4uFehL"
1521937877361434624;33;-2;0;-1;-2;-2;0;0;0;USER;Eu devia processar a @VodafonePT por ficar sem net durante a meia-final da Champions
1521942816745738246;33;0;1;0;0;0;1;1;1;SERVICE;@JubasPensativo Olá, para resolução das dificuldade será necessário o contacto com a nossa equipa técnica. Pode fazê-lo ligando 16913 ou 911 691 300. Caso tenha um número móvel Vodafone, poderá fazê-lo gratuitamente através do My Vodafone. Saiba como através deste vídeo: https://t.co/lxyXviTSBs.
1521913308512763906;33;1;1;1;1;0;1;1;1;SERVICE;"Cartaz @playpremiospt❤️‍🔥

🎤Gama convida Piruka e Jimmy P
🎤Paulo Flores convida Sara Correia
🎤Moonspell convida Dulce Pontes
🎤Nenny convida Ana Moura
🎤Bárbara Bandeira &amp; Carminho
🎤The Black Mamba convida André Fernandes
🎤Ivandro com convidados especiais
🎤Camané convida Agir"
1521857926046302211;33;-1;0;-1;0;-1;0;1;0;USER;Alô alô @VodafonePT, achei bem legal vocês colocarem um alerta na app informando a existência de burla, MAS, colocar essa mensagem, nessa posição é péssimo. https://t.co/R66ipIlEHH
1521864795074535424;33;1;1;1;0;1;1;1;1;SERVICE;@UXFehzaao Olá. Agradecemos o seu feedback e a sua sugestão. Informamos que encáminhamos a mesma internamente, para o departamento responsável.
1521473248046759937;34;-1;0;-1;-1;-1;0;0;0;USER;@VodafonePT  o vosso serviço de atendimento automático via 911691300 desliga a chamada.. já está assim há mais dum mês... !?
1521486739809914881;34;0;1;0;0;-1;1;1;0;SERVICE;@darktelecom Olá Sergio, lamentamos a situação. Não temos registo de dificuldades, no entanto, sugerimos a utilização do https://t.co/ghKtby3emR. Caso a dificuldade associado ao serviço não fique resolvida, será encaminhado um pedido de contacto.
1521218224607707137;35;-1;0;-1;-1;-1;0;0;0;USER;@VodafonePT há 13’ à espera que me atendam uma chamada para vos dizer que a SMS que me dizem que tenho uma factura em atrasado não é verdadeira. É sempre assim?
1521224289260818439;35;-1;0;-1;0;-1;0;1;0;SERVICE;@ajsborges Olá @lsamachado, Lamentamos a situação, estamos a ter um grande fluxo de chamadas que gera um tempo de espera maior, para que possamos ajudar, nos envie por DM o número da conta Vodafone, nome completo do titular e morada de faturação com código postal. https://t.co/3b5BaWYvnk
1521160846344441859;36;0;1;0;0;0;1;1;1;SERVICE;"Como chegar à partida da #Vodafone10K: 

🚉 Ir de comboio Fertagus para Pragal 

Apresentar dorsal para aproveitar transportes grátis: 
🚋 Carris 
🚂 CP Lisboa 
🚇 Metro Lisboa 
🚊MTS"
1521096642958663680;36;-1;0;-1;0;-1;0;1;0;USER;@VodafonePT Estou a falar com pessoas por telemóvel como se tivesse 2000 de ping. Podemos resolver?
1521103121266757633;36;0;1;0;0;0;1;1;1;SERVICE;"@RodzWilliams Olá. Pedimos que reinicie o telemóvel e realize uma busca manual de rede. Para tal, pode seguir as instruções dos manuais https://t.co/fM78XeKp6T, selecionando modelo do seu equipamento, ""Conectividade"" e em baixo de ""Definições de rede e Internet"", clicar em ""Escolha a rede""."
1521121225900281857;36;-1;0;-1;-1;-1;0;0;0;USER;@VodafonePT O problema é a falta de rede móvel.
1521128355764051968;36;0;1;0;0;0;1;1;1;SERVICE;"@RodzWilliams Pedimos que teste o sinal noutro tipo de rede (se está em 3G, ligar-se ao 4G e vice-versa): acedendo a https://t.co/fM78XeKp6T, escolher modelo do seu equipamento, selecionar ""Conetividade"" e em baixo de ""Definições de rede e internet"" clicar em ""Escolha o tipo de rede""."
1520872325301874689;37;-1;0;-1;-1;-2;0;0;0;USER;"Desponha! 
Antes de se decidirem por uma operadora pensem muito bem. A @VodafonePT
não tem assistência técnica.
#avodafoneeumafraude https://t.co/MFebCPQTsq"
1520881445492903938;37;0;1;0;0;-1;1;1;0;SERVICE;@osenhordobombo Olá, Lamentamos a sua situação. Para resolução das dificuldade será necessário o contacto com a nossa equipa técnica. Pode fazê-lo ligando 16913 ou 911 691 300. Também pode utilizar o Chat Tobi https://t.co/ghKtby3emR. Obrigada.
1521041350401138688;37;-1;0;-1;-1;-2;0;0;0;USER;@VodafonePT Vai dar música a outro, tu e o Tobi!
1520326722620735493;38;-1;0;-1;-1;-2;0;0;0;USER;"Obrigado @VodafonePT  por ser o 3 dia sem internet e televisão
Estou em quarentena e nem trabalhar posso.
Se isto continuar com muita pena minha vou mudar de operadora que isto é inaceitável..."
1520333847698808832;38;-1;0;-1;0;-1;0;1;0;SERVICE;@paulo_daniel96 Olá. Lamentamos a sua insatisfação e entendemos a necessidade da reposição do serviço Uma vez que uma situação nos é reportada, garantimos que a nossa equipa técnica trabalha para a resolver da forma mais breve possível. Agradecemos a sua compreensão.
1520462209444462592;38;-2;0;-2;0;-2;0;1;0;USER;"@VodafonePT São 19h e não tive nenhuma ligação da vossa parte sobre a resolução do meu problema como foi dito que ia ser feito por vocês @VodafonePT ...
Estou desiludido com o vosso serviço nunca pensei que fosse ficar 3 dias completos sem serviço sem nada..."
1520470736149831680;38;-1;0;-1;0;-1;0;1;0;SERVICE;@paulo_daniel96 Olá Paulo, lamentamos o ocorrido, de forma a verificar as informações internas do serviço, pedimos que nos contacte através de DM com os dados da conta e de titularidade. Obrigada!
1520418658035675136;39;-1;0;-1;-1;-2;0;0;0;USER;a 48h que estou a espera da activação de um serviço da @VodafonePT  se não fizerem até as 18h esqueçam.
1520426011757842434;39;-1;0;-1;0;-1;0;1;0;SERVICE;@marciel1893 Olá. Lamentamos pela demora na implementação do novo plano. Garantimos que o departamento responsável está a trabalhar para resolver a situação o mais rápido possível. Agradecemos a sua compreensão. Realizámos ainda um pedido de celeridade, para que sejam notificados da urgência.
1520387388127727616;40;0;1;0;0;0;1;1;1;USER;Gostava de saber se a @VodafonePT  têm cartões só de dados e quais os preços.
1520388384698646528;40;0;1;0;0;0;1;1;1;SERVICE;@marciel1893 Olá. Agradecemos o interesse nos nossos serviços. Poderá verificar os nossos planos de internet móvel aqui: https://t.co/Be7gkJJwKF. O Go Total tem internet ilimitada e cada carregamento dá acesso a dias de utilização, que variam consoante o valor carregado.
1520318593191268352;41;-1;0;-1;-1;-1;0;0;0;USER;E este abuso de confiança da @VodafonePT de tirar 1€ de imediato quando deixamos de ter saldo, em vez de, simplesmente, cortar as comunicações por umas horas?
1520326896055382018;41;0;1;0;0;0;1;1;1;SERVICE;@OAndrePa Olá. Se não tiver saldo suficiente para o pagamento do custo semanal do seu tarifário, mas ainda tiver algum saldo, é descontado um valor diário que lhe permite manter todas as condições do seu tarifário ao longo desse dia. Pode verificar a condição aqui: https://t.co/55p0zqJne7.
1520327374704979969;41;-1;0;-1;-1;-1;0;0;0;USER;@VodafonePT Concordaria perfeitamente com isso, se, quando os utilizadores ficam privados de usar os vossos serviços, por problemas na rede, fossem também agraciados em 1€.
1520093647827570689;42;-1;0;-1;-1;-2;0;0;0;USER;A ligação 5G da @VodafonePT na baixa do Porto é uma lástima não é?
1520101013457362945;42;0;1;0;0;-1;1;1;0;SERVICE;@pcirne Olá Pedro, lamentamos as dificuldades sentidas, sugerimos reiniciar o equipamento e realizar uma busca manual de rede de forma a verificar a situação. Caso persista, poderá obter apoio através da linha 1214 ou 911 214 000. Obrigada!
1520056038275391489;43;-1;0;-1;-1;-2;0;0;0;USER;@VodafonePT o vosso serviço consegue ficar pior do que está?
1520063138808356864;43;-1;0;-1;0;-1;0;1;0;SERVICE;@c_nazca Olá @c_nazca. Lamentamos a sua insatisfação. Se estiver a encontrar alguma dificuldade ou pretender algum tipo de esclarecimentos, pode informar-nos através de qualquer um dos canais de apoio ao cliente que possuímos e teremos todo o gosto em ajudá-la.
1519998718472302593;44;-1;0;-1;-1;-1;0;0;0;USER;@VodafonePT Serviço de televisão não funciona... Outro ataque informático?
1520007058132717571;44;0;1;0;0;0;1;1;1;SERVICE;@foyse Olá @foyse. Pedimos que reinicie os equipamentos. Caso as dificuldades persistam, será necessário o contacto com a equipa técnica para testes em linha, ligando 16913 ou 911 691 300. Se tiver um nº móvel Vodafone, pode ligar gratuitamente pelo My Vodafone (https://t.co/lxyXviTSBs)
1519960304150585347;45;-2;0;-2;-1;-2;0;0;0;USER;Desabafo: tratar do que quer que seja no site da @VodafonePT é desesperante. Nada funciona.
1519967514884726784;45;0;1;0;0;-1;1;1;0;SERVICE;@jrosaproenca Olá @jrosaproenca. Lamentamos a sua insatisfação. Se estiver a encontrar alguma dificuldade ou pretender algum tipo de esclarecimentos, pode informar-nos através de qualquer um dos canais de apoio ao cliente que possuímos e teremos todo o gosto em ajudá-lo.
1519735768490680322;46;-1;0;-1;-1;-2;0;0;0;USER;"Fantástico @VodafonePT

Segunda intervenção em 18 dias.

Todavia não consigo visualizar 1 episódio específico de uma gravação em série que detenho 🥺 https://t.co/TmRIjbsAIN"
1519744281614946305;46;-1;0;-1;0;-1;0;1;0;SERVICE;@urzzaz Olá @urzzaz, lamentamos as dificuldades encontradas. Sempre que uma dificuldade é reportada, serão desenvolvidos todos os esforços para que seja resolvida com a maior rapidez possível, podendo no entanto demorar mais devido a vários fatores, pelo que agradecemos a compreensão.
1519708306637565952;47;-1;0;-1;-1;-2;0;0;0;USER;passo mais tempo à espera que a @VodafonePT atenda do que a @DGSaude, é só isto.
1519715373364523015;47;-1;0;-1;0;-1;0;1;0;SERVICE;@fmtgc_ Olá @fmtgc_. Lamentamos a sua insatisfação e a demora no atendimento. Poderá ter ocorrido um maior fluxo de chamadas, implicando uma fila de espera para ser atendido, pelo que, nessa condição, não é possível atender com a brevidade desejada. Agradecemos a sua compreensão.
1519473849930297356;48;-1;0;-1;-1;0;0;0;1;USER;@VodafonePT vou ser reinbolsado pelos dados moveis que estou a usar enquanto a net está em baixo?
1519478409654644736;48;0;1;0;0;-1;1;1;0;SERVICE;@FokFokSake Olá @FokFokSake, lamentamos a situação. Para resolução das dificuldade será necessário o contacto com a nossa equipa técnica. Pode fazê-lo ligando 16913 ou 911 691 300. Também pode utilizar o Chat Tobi https://t.co/ghKtby3emR. Obrigada.
1519442738625851392;49;-1;0;-1;-1;-2;0;0;0;USER;@VodafonePT Por favor deixem de bloquear @Twitch . Nada a ver tem com jogos de futbol...
1519447340146438144;49;-2;0;-1;-2;-2;0;0;0;SERVICE;"@VodafonePT @Joftrox Depois admiram-se que os vossos servidores são atacados.

Mentir não ajuda."
1519442738625851392;50;-1;0;-1;-1;-2;0;0;0;USER;@VodafonePT Por favor deixem de bloquear @Twitch . Nada a ver tem com jogos de futbol...
1519447340146438144;50;0;1;0;0;0;1;1;1;SERVICE;@Joftrox Olá @Joftrox, informamos que não existe qualquer tipo de restrição por parte da Vodafone aos conteúdos do Twitch. Qualquer dificuldade referente a utilização deverá ser reportada ao prestador dos conteúdos. Obrigada.
1519444081931436034;51;-1;0;0;-1;-1;1;0;0;USER;Hey @VodafonePT o que se passa ? Quero fazer stream e assistir sem usar VPN
